🕘️更新时间,#genre#
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331$订阅源
东森超视,http://iptv.4666888.xyz/iptv.php?id=20208$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8#rtmp://f13h.mine.nu/sat/tv331$订阅源
精品大剧,http://111.43.126.240:9003/hls/80/index.m3u8$订阅源
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d$订阅源
古装剧场,http://114.241.255.166:4022/rtp/239.3.1.69:4120$订阅源
古装剧场,http://114.254.39.135:18888/rtp/239.3.1.69:4120$订阅源
精彩影视,http://221.10.226.195:5000/rtp/239.0.0.26:5140$订阅源
精彩影视,http://111.162.205.19:8686/rtp/225.1.1.141:5002$订阅源
精彩影视,http://117.12.150.111:4022/rtp/225.1.1.141:5002$订阅源
精彩影视,http://117.174.25.254:8188/rtp/239.0.0.26:5140$订阅源
湖南电视剧,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
笑傲江湖,http://1.94.31.214:35455/huya/26355790$订阅源
笑傲江湖,https://lunbo.freetv.top/yy/1352833750$订阅源
鹿鼎记,http://1.94.31.214:35455/yy/28265277$订阅源
鹿鼎记,https://lunbo.freetv.top/yy/1354658049$订阅源
西游记,https://txmov2.a.kwimgs.com/bs3/video-hls/5239093806671579134_hlsb.m3u8$订阅源
西游记,http://1.94.31.214:35455/huya/26355861$订阅源
水浒传,https://lunbo.freetv.top/yy/1353215589$订阅源
天龙八部,http://1.94.31.214:35455/huya/23903123$订阅源
天龙八部,https://lunbo.freetv.top/yy/1382736855$订阅源
封神榜,https://lunbo.freetv.top/yy/1382797534$订阅源
上海滩,https://lunbo.freetv.top/yy/1382745184$订阅源
都市剧场,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8$订阅源
都市剧场,http://180.154.61.39:4022/rtp/239.45.3.136:5140$订阅源
都市剧场,http://223.167.230.154:4022/rtp/239.45.3.136:5140$订阅源
都市剧场,http://116.234.77.27:4022/rtp/239.45.3.136:5140$订阅源
都市剧场,http://223.167.245.215:8001/rtp/239.45.3.136:5140$订阅源
都市剧场,http://180.165.6.184:4022/rtp/239.45.3.136:5140$订阅源
都市剧场,http://180.165.1.43:9898/rtp/239.45.3.136:5140$订阅源
都市剧场,http://180.165.12.90:4022/rtp/239.45.3.136:5140$订阅源
欢笑剧场,http://180.154.61.39:4022/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://223.167.230.154:4022/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://116.234.77.27:4022/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://223.167.245.215:8001/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://180.165.6.184:4022/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://180.165.1.43:9898/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://180.165.12.90:4022/rtp/239.45.3.196:5140$订阅源
欢笑剧场,http://1b6467f415.iok.la:9931/tsfile/live/1106_1.m3u8$订阅源
魅力足球,http://113.25.252.226/rtp/239.1.1.75:8075$山西电信组播源-cache:113.25.252.226-组播源
游戏风云,rtsp://115.153.245.70/PLTV/88888888/224/3221225615/iptv7998.smil$订阅源
游戏风云,rtsp://115.153.247.80/PLTV/88888888/224/3221225615/iptv7998.smil$订阅源
游戏风云,rtsp://115.153.222.112:554/PLTV/88888888/224/3221225615/iptv7998.smil$订阅源
游戏风云,http://113.25.252.226/rtp/239.1.1.83:8083$山西电信组播源-cache:113.25.252.226-组播源
中国天气,http://182.110.170.173:4022/rtp/239.252.219.143:5140$订阅源
中国天气,http://112.109.206.106:9999/rtp/239.255.40.89:8208$订阅源
中国天气,http://111.113.89.159:2000/rtp/239.121.4.112:8654$订阅源
中国天气,http://112.66.81.142:8188/rtp/239.253.64.79:5140$订阅源
中国天气,http://120.40.60.223:1000/rtp/239.61.2.64:8378$订阅源
中国天气,http://220.167.170.137:4000/rtp/239.120.1.241:9408$订阅源
中国天气,http://1b6467f415.iok.la:9931/tsfile/live/1109_1.m3u8$订阅源
中国天气,http://183.220.20.17:4321/rtp/239.10.0.177:5140$订阅源
少儿动画,http://1b6467f415.iok.la:9931/tsfile/live/1057_1.m3u8$订阅源
少儿动画,rtsp://115.153.230.145/PLTV/88888888/224/3221227006/86440922.smil$订阅源
少儿动画,rtsp://115.153.245.70/PLTV/88888888/224/3221227006/86440922.smil$订阅源
少儿动画,rtsp://115.153.247.80/PLTV/88888888/224/3221227006/86440922.smil$订阅源
少儿动画,rtsp://115.153.222.112:554/PLTV/88888888/224/3221227006/86440922.smil$订阅源
动漫秀场,http://183.237.95.108:9901/tsfile/live/1104_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
动漫秀场,http://nas.hssvm.com:8888/udp/225.1.1.134:5002$订阅源
动漫秀场,http://dassby.qqff.top:99/live/动漫秀场/index.m3u8$订阅源
动漫秀场,http://113.195.7.46:9901/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
动漫秀场,rtsp://115.153.212.72/PLTV/88888888/224/3221225613/iptv7997.smil$订阅源
动漫秀场,rtsp://115.153.245.70/PLTV/88888888/224/3221225613/iptv7997.smil$订阅源
动漫秀场,rtsp://115.153.247.80/PLTV/88888888/224/3221225613/iptv7997.smil$订阅源
动漫秀场,rtsp://115.153.230.145/PLTV/88888888/224/3221225613/iptv7997.smil$订阅源
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40$订阅源
CN卡通,http://iptv.4666888.xyz/iptv.php?id=20262$订阅源
金鹰卡通,http://183.237.95.108:9901/tsfile/live/1099_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
金鹰卡通,http://120.238.94.10:9901/tsfile/live/1036_1.m3u8$订阅源
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://101.66.195.69:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8$订阅源
金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.2.236:5002$订阅源
金鹰卡通,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,rtsp://60.13.39.19/PLTV/88888910/224/3221225564/10000100000000060000000000107344_0.smil$订阅源
黑莓动画,http://lt.hxtre.com:35455/itv/1000000004000021734.m3u8?cdn=ystenlive$订阅源
24H国漫热播,https://lunbo.freetv.top/yy/1353937086$订阅源
河北少儿科教,http://php.fjl626.cn/hebei.php?id=sekj$订阅源
火影忍者,http://1.94.31.214:35455/huya/11342385$订阅源
火影忍者,https://hd.ijycnd.com/play/Yer3NWLa/index.m3u8$订阅源
中华小当家,http://1.94.31.214:35455/huya/11342413$订阅源
猫和老鼠,http://1.94.31.214:35455/huya/11352879$订阅源
猫和老鼠,http://dns.yiandrive.com:13571/huya/11352879$订阅源
蜡笔小新,http://1.94.31.214:35455/huya/11352970$订阅源
蜡笔小新,http://dns.yiandrive.com:13571/huya/11352970$订阅源
卡酷少儿,http://lt.hxtre.com:35455/bptv/10000100000000050000000003904597.m3u8$订阅源
卡酷少儿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8$订阅源
睛彩青少,http://112.109.206.106:9999/rtp/239.255.40.207:8208$订阅源
睛彩青少,http://lt.hxtre.com:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive$订阅源
睛彩青少,http://183.220.20.17:4321/rtp/239.10.0.130:5140$订阅源
CCTV-15,http://123.116.125.121:8012/rtp/239.3.1.153:8136$订阅源
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8?key=txiptv$订阅源
CCTV-15,http://111.43.126.240:9003/hls/28/index.m3u8$订阅源
CCTV-15,http://153.0.171.163:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://113.57.93.165:9900/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://112.27.235.94:8000/hls/16/index.m3u8$订阅源
CCTV-15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
音乐现场,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
音乐现场,rtsp://115.153.245.70/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐现场,rtsp://115.153.254.81/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐现场,rtsp://115.153.240.228:554/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐现场,rtsp://115.153.212.72/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐现场,rtsp://115.153.247.80/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐现场,rtsp://115.153.230.145/PLTV/88888888/224/3221227001/86441055.smil$订阅源
音乐广播,http://180.213.170.24:8188/rtp/239.5.0.121:5000$订阅源
ROCKACTION,http://8.138.7.223/tv/aktv.php?id=2$订阅源
鳳凰香港台,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40$订阅源
鳳凰香港台,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8$订阅源
鳳凰香港台,http://iptv.4666888.xyz/iptv.php?id=20065$订阅源
鳳凰香港台,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8$订阅源
鳳凰香港台,http://tri-metal.dsmynas.net:8001/bysid/85.m3u8$订阅源
鳳凰香港台,http://bziyunshao.synology.me:8890/bysid/85$订阅源
鳳凰香港台,http://smart.cityq.xyz:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40$订阅源
ViuTV,http://iptv.4666888.xyz/iptv.php?id=20075$订阅源
HBO,http://iptv.4666888.xyz/iptv.php?id=20249$订阅源
AXN,http://8.138.7.223/tv/aktv.php?id=1$订阅源
AXN,https://live.tvfix.org/live/axn/index.m3u8$订阅源
TVN,http://8.138.7.223/tv/aktv.php?id=4$订阅源
珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$订阅源
珠江,http://183.11.239.36:808/hls/83/index.m3u8$订阅源
珠江,http://1b6467f415.iok.la:9931/tsfile/live/1011_1.m3u8$订阅源
BBC News,http://125.227.210.55:8165/VideoInput/play.ts$订阅源
澳视澳门,http://iptv.4666888.xyz/iptv.php?id=20127$订阅源
澳视澳门,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8$订阅源
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8$订阅源
CCTV5(h265),http://61.149.251.202:4022/rtp/239.3.1.173:8001$订阅源
Nick Jr,https://live.tvfix.org/live/nickjr/index.m3u8$订阅源
KIX,https://live.tvfix.org/live/kix/index.m3u8$订阅源
